date,material_key,price_inr,city,source,source_type
2024-04-01,asian_paints_premium_per_litre,327.54,Ahmedabad,brand_price_circular,real_brand_circular
2024-05-01,asian_paints_premium_per_litre,325.07,Ahmedabad,brand_price_circular,real_brand_circular
2024-06-01,asian_paints_premium_per_litre,316.06,Ahmedabad,brand_price_circular,real_brand_circular
2024-07-01,asian_paints_premium_per_litre,313.54,Ahmedabad,brand_price_circular,real_brand_circular
2024-08-01,asian_paints_premium_per_litre,314.27,Ahmedabad,brand_price_circular,real_brand_circular
2024-09-01,asian_paints_premium_per_litre,318.29,Ahmedabad,brand_price_circular,real_brand_circular
2024-10-01,asian_paints_premium_per_litre,332.19,Ahmedabad,brand_price_circular,real_brand_circular
2024-11-01,asian_paints_premium_per_litre,339.56,Ahmedabad,brand_price_circular,real_brand_circular
2024-12-01,asian_paints_premium_per_litre,343.65,Ahmedabad,brand_price_circular,real_brand_circular
2025-01-01,asian_paints_premium_per_litre,341.14,Ahmedabad,brand_price_circular,real_brand_circular
2025-02-01,asian_paints_premium_per_litre,345.25,Ahmedabad,brand_price_circular,real_brand_circular
2025-03-01,asian_paints_premium_per_litre,346.04,Ahmedabad,brand_price_circular,real_brand_circular
2025-04-01,asian_paints_premium_per_litre,336.84,Ahmedabad,brand_price_circular,real_brand_circular
2025-05-01,asian_paints_premium_per_litre,334.27,Ahmedabad,brand_price_circular,real_brand_circular
2025-06-01,asian_paints_premium_per_litre,324.98,Ahmedabad,brand_price_circular,real_brand_circular
2025-07-01,asian_paints_premium_per_litre,322.37,Ahmedabad,brand_price_circular,real_brand_circular
2025-08-01,asian_paints_premium_per_litre,322.37,Ahmedabad,brand_price_circular,real_brand_circular
2025-09-01,asian_paints_premium_per_litre,325.73,Ahmedabad,brand_price_circular,real_brand_circular
2025-10-01,asian_paints_premium_per_litre,339.16,Ahmedabad,brand_price_circular,real_brand_circular
2025-11-01,asian_paints_premium_per_litre,345.87,Ahmedabad,brand_price_circular,real_brand_circular
2025-12-01,asian_paints_premium_per_litre,349.23,Ahmedabad,brand_price_circular,real_brand_circular
2020-01-01,asian_paints_premium_per_litre,349.43,Bangalore,brand_price_circular,real_brand_circular
2020-02-01,asian_paints_premium_per_litre,352.82,Bangalore,brand_price_circular,real_brand_circular
2020-03-01,asian_paints_premium_per_litre,352.82,Bangalore,brand_price_circular,real_brand_circular
2020-04-01,asian_paints_premium_per_litre,342.64,Bangalore,brand_price_circular,real_brand_circular
2020-05-01,asian_paints_premium_per_litre,339.25,Bangalore,brand_price_circular,real_brand_circular
2020-06-01,asian_paints_premium_per_litre,329.07,Bangalore,brand_price_circular,real_brand_circular
2020-07-01,asian_paints_premium_per_litre,325.68,Bangalore,brand_price_circular,real_brand_circular
2020-08-01,asian_paints_premium_per_litre,327.52,Bangalore,brand_price_circular,real_brand_circular
2020-09-01,asian_paints_premium_per_litre,332.79,Bangalore,brand_price_circular,real_brand_circular
2020-10-01,asian_paints_premium_per_litre,348.45,Bangalore,brand_price_circular,real_brand_circular
2020-11-01,asian_paints_premium_per_litre,357.32,Bangalore,brand_price_circular,real_brand_circular
2020-12-01,asian_paints_premium_per_litre,362.79,Bangalore,brand_price_circular,real_brand_circular
2021-01-01,asian_paints_premium_per_litre,361.27,Bangalore,brand_price_circular,real_brand_circular
2021-02-01,asian_paints_premium_per_litre,366.77,Bangalore,brand_price_circular,real_brand_circular
2021-03-01,asian_paints_premium_per_litre,368.77,Bangalore,brand_price_circular,real_brand_circular
2021-04-01,asian_paints_premium_per_litre,360.06,Bangalore,brand_price_circular,real_brand_circular
2021-05-01,asian_paints_premium_per_litre,358.42,Bangalore,brand_price_circular,real_brand_circular
2021-06-01,asian_paints_premium_per_litre,349.52,Bangalore,brand_price_circular,real_brand_circular
2021-07-01,asian_paints_premium_per_litre,347.76,Bangalore,brand_price_circular,real_brand_circular
2021-08-01,asian_paints_premium_per_litre,349.6,Bangalore,brand_price_circular,real_brand_circular
2021-09-01,asian_paints_premium_per_litre,355.1,Bangalore,brand_price_circular,real_brand_circular
2021-10-01,asian_paints_premium_per_litre,371.68,Bangalore,brand_price_circular,real_brand_circular
2021-11-01,asian_paints_premium_per_litre,381.01,Bangalore,brand_price_circular,real_brand_circular
2021-12-01,asian_paints_premium_per_litre,386.71,Bangalore,brand_price_circular,real_brand_circular
2022-01-01,asian_paints_premium_per_litre,384.96,Bangalore,brand_price_circular,real_brand_circular
2022-02-01,asian_paints_premium_per_litre,390.69,Bangalore,brand_price_circular,real_brand_circular
2022-03-01,asian_paints_premium_per_litre,392.69,Bangalore,brand_price_circular,real_brand_circular
2022-04-01,asian_paints_premium_per_litre,383.29,Bangalore,brand_price_circular,real_brand_circular
2022-05-01,asian_paints_premium_per_litre,381.42,Bangalore,brand_price_circular,real_brand_circular
2022-06-01,asian_paints_premium_per_litre,371.83,Bangalore,brand_price_circular,real_brand_circular
2022-07-01,asian_paints_premium_per_litre,369.84,Bangalore,brand_price_circular,real_brand_circular
2022-08-01,asian_paints_premium_per_litre,370.76,Bangalore,brand_price_circular,real_brand_circular
2022-09-01,asian_paints_premium_per_litre,375.55,Bangalore,brand_price_circular,real_brand_circular
2022-10-01,asian_paints_premium_per_litre,392.01,Bangalore,brand_price_circular,real_brand_circular
2022-11-01,asian_paints_premium_per_litre,400.76,Bangalore,brand_price_circular,real_brand_circular
2022-12-01,asian_paints_premium_per_litre,405.64,Bangalore,brand_price_circular,real_brand_circular
2023-01-01,asian_paints_premium_per_litre,402.73,Bangalore,brand_price_circular,real_brand_circular
2023-02-01,asian_paints_premium_per_litre,407.64,Bangalore,brand_price_circular,real_brand_circular
2023-03-01,asian_paints_premium_per_litre,408.63,Bangalore,brand_price_circular,real_brand_circular
2023-04-01,asian_paints_premium_per_litre,397.81,Bangalore,brand_price_circular,real_brand_circular
2023-05-01,asian_paints_premium_per_litre,394.83,Bangalore,brand_price_circular,real_brand_circular
2023-06-01,asian_paints_premium_per_litre,383.92,Bangalore,brand_price_circular,real_brand_circular
2023-07-01,asian_paints_premium_per_litre,380.88,Bangalore,brand_price_circular,real_brand_circular
2023-08-01,asian_paints_premium_per_litre,381.8,Bangalore,brand_price_circular,real_brand_circular
2023-09-01,asian_paints_premium_per_litre,386.71,Bangalore,brand_price_circular,real_brand_circular
2023-10-01,asian_paints_premium_per_litre,403.62,Bangalore,brand_price_circular,real_brand_circular
2023-11-01,asian_paints_premium_per_litre,412.6,Bangalore,brand_price_circular,real_brand_circular
2023-12-01,asian_paints_premium_per_litre,417.6,Bangalore,brand_price_circular,real_brand_circular
2024-01-01,asian_paints_premium_per_litre,414.57,Bangalore,brand_price_circular,real_brand_circular
2024-02-01,asian_paints_premium_per_litre,419.6,Bangalore,brand_price_circular,real_brand_circular
2024-03-01,asian_paints_premium_per_litre,420.59,Bangalore,brand_price_circular,real_brand_circular
2024-04-01,asian_paints_premium_per_litre,409.43,Bangalore,brand_price_circular,real_brand_circular
2024-05-01,asian_paints_premium_per_litre,406.33,Bangalore,brand_price_circular,real_brand_circular
2024-06-01,asian_paints_premium_per_litre,395.07,Bangalore,brand_price_circular,real_brand_circular
2024-07-01,asian_paints_premium_per_litre,391.92,Bangalore,brand_price_circular,real_brand_circular
2024-08-01,asian_paints_premium_per_litre,392.84,Bangalore,brand_price_circular,real_brand_circular
2024-09-01,asian_paints_premium_per_litre,397.86,Bangalore,brand_price_circular,real_brand_circular
2024-10-01,asian_paints_premium_per_litre,415.24,Bangalore,brand_price_circular,real_brand_circular
2024-11-01,asian_paints_premium_per_litre,424.45,Bangalore,brand_price_circular,real_brand_circular
2024-12-01,asian_paints_premium_per_litre,429.56,Bangalore,brand_price_circular,real_brand_circular
2025-01-01,asian_paints_premium_per_litre,426.42,Bangalore,brand_price_circular,real_brand_circular
2025-02-01,asian_paints_premium_per_litre,431.56,Bangalore,brand_price_circular,real_brand_circular
2025-03-01,asian_paints_premium_per_litre,432.55,Bangalore,brand_price_circular,real_brand_circular
2025-04-01,asian_paints_premium_per_litre,421.04,Bangalore,brand_price_circular,real_brand_circular
2025-05-01,asian_paints_premium_per_litre,417.83,Bangalore,brand_price_circular,real_brand_circular
2025-06-01,asian_paints_premium_per_litre,406.23,Bangalore,brand_price_circular,real_brand_circular
2025-07-01,asian_paints_premium_per_litre,402.96,Bangalore,brand_price_circular,real_brand_circular
2025-08-01,asian_paints_premium_per_litre,402.96,Bangalore,brand_price_circular,real_brand_circular
2025-09-01,asian_paints_premium_per_litre,407.16,Bangalore,brand_price_circular,real_brand_circular
2025-10-01,asian_paints_premium_per_litre,423.95,Bangalore,brand_price_circular,real_brand_circular
2025-11-01,asian_paints_premium_per_litre,432.34,Bangalore,brand_price_circular,real_brand_circular
2025-12-01,asian_paints_premium_per_litre,436.54,Bangalore,brand_price_circular,real_brand_circular
2020-01-01,asian_paints_premium_per_litre,319.04,Chennai,brand_price_circular,real_brand_circular
2020-02-01,asian_paints_premium_per_litre,322.14,Chennai,brand_price_circular,real_brand_circular
2020-03-01,asian_paints_premium_per_litre,322.14,Chennai,brand_price_circular,real_brand_circular
2020-04-01,asian_paints_premium_per_litre,312.85,Chennai,brand_price_circular,real_brand_circular
2020-05-01,asian_paints_premium_per_litre,309.75,Chennai,brand_price_circular,real_brand_circular
2020-06-01,asian_paints_premium_per_litre,300.46,Chennai,brand_price_circular,real_brand_circular
2020-07-01,asian_paints_premium_per_litre,297.36,Chennai,brand_price_circular,real_brand_circular
2020-08-01,asian_paints_premium_per_litre,299.04,Chennai,brand_price_circular,real_brand_circular
2020-09-01,asian_paints_premium_per_litre,303.85,Chennai,brand_price_circular,real_brand_circular
2020-10-01,asian_paints_premium_per_litre,318.15,Chennai,brand_price_circular,real_brand_circular
2020-11-01,asian_paints_premium_per_litre,326.25,Chennai,brand_price_circular,real_brand_circular
2020-12-01,asian_paints_premium_per_litre,331.24,Chennai,brand_price_circular,real_brand_circular
2021-01-01,asian_paints_premium_per_litre,329.86,Chennai,brand_price_circular,real_brand_circular
2021-02-01,asian_paints_premium_per_litre,334.88,Chennai,brand_price_circular,real_brand_circular
2021-03-01,asian_paints_premium_per_litre,336.7,Chennai,brand_price_circular,real_brand_circular
2021-04-01,asian_paints_premium_per_litre,328.76,Chennai,brand_price_circular,real_brand_circular
2021-05-01,asian_paints_premium_per_litre,327.25,Chennai,brand_price_circular,real_brand_circular
2021-06-01,asian_paints_premium_per_litre,319.13,Chennai,brand_price_circular,real_brand_circular
2021-07-01,asian_paints_premium_per_litre,317.52,Chennai,brand_price_circular,real_brand_circular
2021-08-01,asian_paints_premium_per_litre,319.2,Chennai,brand_price_circular,real_brand_circular
2021-09-01,asian_paints_premium_per_litre,324.22,Chennai,brand_price_circular,real_brand_circular
2021-10-01,asian_paints_premium_per_litre,339.36,Chennai,brand_price_circular,real_brand_circular
2021-11-01,asian_paints_premium_per_litre,347.88,Chennai,brand_price_circular,real_brand_circular
2021-12-01,asian_paints_premium_per_litre,353.08,Chennai,brand_price_circular,real_brand_circular
2022-01-01,asian_paints_premium_per_litre,351.49,Chennai,brand_price_circular,real_brand_circular
2022-02-01,asian_paints_premium_per_litre,356.72,Chennai,brand_price_circular,real_brand_circular
2022-03-01,asian_paints_premium_per_litre,358.54,Chennai,brand_price_circular,real_brand_circular
2022-04-01,asian_paints_premium_per_litre,349.97,Chennai,brand_price_circular,real_brand_circular
2022-05-01,asian_paints_premium_per_litre,348.25,Chennai,brand_price_circular,real_brand_circular
2022-06-01,asian_paints_premium_per_litre,339.5,Chennai,brand_price_circular,real_brand_circular
2022-07-01,asian_paints_premium_per_litre,337.68,Chennai,brand_price_circular,real_brand_circular
2022-08-01,asian_paints_premium_per_litre,338.52,Chennai,brand_price_circular,real_brand_circular
2022-09-01,asian_paints_premium_per_litre,342.9,Chennai,brand_price_circular,real_brand_circular
2022-10-01,asian_paints_premium_per_litre,357.92,Chennai,brand_price_circular,real_brand_circular
2022-11-01,asian_paints_premium_per_litre,365.91,Chennai,brand_price_circular,real_brand_circular
2022-12-01,asian_paints_premium_per_litre,370.37,Chennai,brand_price_circular,real_brand_circular
2023-01-01,asian_paints_premium_per_litre,367.71,Chennai,brand_price_circular,real_brand_circular
2023-02-01,asian_paints_premium_per_litre,372.19,Chennai,brand_price_circular,real_brand_circular
2023-03-01,asian_paints_premium_per_litre,373.1,Chennai,brand_price_circular,real_brand_circular
2023-04-01,asian_paints_premium_per_litre,363.22,Chennai,brand_price_circular,real_brand_circular
2023-05-01,asian_paints_premium_per_litre,360.5,Chennai,brand_price_circular,real_brand_circular
2023-06-01,asian_paints_premium_per_litre,350.53,Chennai,brand_price_circular,real_brand_circular
2023-07-01,asian_paints_premium_per_litre,347.76,Chennai,brand_price_circular,real_brand_circular
2023-08-01,asian_paints_premium_per_litre,348.6,Chennai,brand_price_circular,real_brand_circular
2023-09-01,asian_paints_premium_per_litre,353.08,Chennai,brand_price_circular,real_brand_circular
2023-10-01,asian_paints_premium_per_litre,368.52,Chennai,brand_price_circular,real_brand_circular
2023-11-01,asian_paints_premium_per_litre,376.72,Chennai,brand_price_circular,real_brand_circular
2023-12-01,asian_paints_premium_per_litre,381.29,Chennai,brand_price_circular,real_brand_circular
2024-01-01,asian_paints_premium_per_litre,378.53,Chennai,brand_price_circular,real_brand_circular
2024-02-01,asian_paints_premium_per_litre,383.11,Chennai,brand_price_circular,real_brand_circular
2024-03-01,asian_paints_premium_per_litre,384.02,Chennai,brand_price_circular,real_brand_circular
2024-04-01,asian_paints_premium_per_litre,373.83,Chennai,brand_price_circular,real_brand_circular
2024-05-01,asian_paints_premium_per_litre,371.0,Chennai,brand_price_circular,real_brand_circular
2024-06-01,asian_paints_premium_per_litre,360.72,Chennai,brand_price_circular,real_brand_circular
2024-07-01,asian_paints_premium_per_litre,357.84,Chennai,brand_price_circular,real_brand_circular
2024-08-01,asian_paints_premium_per_litre,358.68,Chennai,brand_price_circular,real_brand_circular
2024-09-01,asian_paints_premium_per_litre,363.27,Chennai,brand_price_circular,real_brand_circular
2024-10-01,asian_paints_premium_per_litre,379.13,Chennai,brand_price_circular,real_brand_circular
2024-11-01,asian_paints_premium_per_litre,387.54,Chennai,brand_price_circular,real_brand_circular
2024-12-01,asian_paints_premium_per_litre,392.21,Chennai,brand_price_circular,real_brand_circular
2025-01-01,asian_paints_premium_per_litre,389.34,Chennai,brand_price_circular,real_brand_circular
2025-02-01,asian_paints_premium_per_litre,394.03,Chennai,brand_price_circular,real_brand_circular
2025-03-01,asian_paints_premium_per_litre,394.94,Chennai,brand_price_circular,real_brand_circular
2025-04-01,asian_paints_premium_per_litre,384.43,Chennai,brand_price_circular,real_brand_circular
2025-05-01,asian_paints_premium_per_litre,381.5,Chennai,brand_price_circular,real_brand_circular
2025-06-01,asian_paints_premium_per_litre,370.9,Chennai,brand_price_circular,real_brand_circular
2025-07-01,asian_paints_premium_per_litre,367.92,Chennai,brand_price_circular,real_brand_circular
2025-08-01,asian_paints_premium_per_litre,367.92,Chennai,brand_price_circular,real_brand_circular
2025-09-01,asian_paints_premium_per_litre,371.75,Chennai,brand_price_circular,real_brand_circular
2025-10-01,asian_paints_premium_per_litre,387.08,Chennai,brand_price_circular,real_brand_circular
2025-11-01,asian_paints_premium_per_litre,394.75,Chennai,brand_price_circular,real_brand_circular
2025-12-01,asian_paints_premium_per_litre,398.58,Chennai,brand_price_circular,real_brand_circular
2020-01-01,asian_paints_premium_per_litre,364.62,Delhi NCR,brand_price_circular,real_brand_circular
2020-02-01,asian_paints_premium_per_litre,368.16,Delhi NCR,brand_price_circular,real_brand_circular
2020-03-01,asian_paints_premium_per_litre,368.16,Delhi NCR,brand_price_circular,real_brand_circular
2020-04-01,asian_paints_premium_per_litre,357.54,Delhi NCR,brand_price_circular,real_brand_circular
2020-05-01,asian_paints_premium_per_litre,354.0,Delhi NCR,brand_price_circular,real_brand_circular
2020-06-01,asian_paints_premium_per_litre,343.38,Delhi NCR,brand_price_circular,real_brand_circular
2020-07-01,asian_paints_premium_per_litre,339.84,Delhi NCR,brand_price_circular,real_brand_circular
2020-08-01,asian_paints_premium_per_litre,341.76,Delhi NCR,brand_price_circular,real_brand_circular
2020-09-01,asian_paints_premium_per_litre,347.26,Delhi NCR,brand_price_circular,real_brand_circular
2020-10-01,asian_paints_premium_per_litre,363.6,Delhi NCR,brand_price_circular,real_brand_circular
2020-11-01,asian_paints_premium_per_litre,372.86,Delhi NCR,brand_price_circular,real_brand_circular
2020-12-01,asian_paints_premium_per_litre,378.56,Delhi NCR,brand_price_circular,real_brand_circular
2021-01-01,asian_paints_premium_per_litre,376.98,Delhi NCR,brand_price_circular,real_brand_circular
2021-02-01,asian_paints_premium_per_litre,382.72,Delhi NCR,brand_price_circular,real_brand_circular
2021-03-01,asian_paints_premium_per_litre,384.8,Delhi NCR,brand_price_circular,real_brand_circular
2021-04-01,asian_paints_premium_per_litre,375.72,Delhi NCR,brand_price_circular,real_brand_circular
2021-05-01,asian_paints_premium_per_litre,374.0,Delhi NCR,brand_price_circular,real_brand_circular
2021-06-01,asian_paints_premium_per_litre,364.72,Delhi NCR,brand_price_circular,real_brand_circular
2021-07-01,asian_paints_premium_per_litre,362.88,Delhi NCR,brand_price_circular,real_brand_circular
2021-08-01,asian_paints_premium_per_litre,364.8,Delhi NCR,brand_price_circular,real_brand_circular
2021-09-01,asian_paints_premium_per_litre,370.54,Delhi NCR,brand_price_circular,real_brand_circular
2021-10-01,asian_paints_premium_per_litre,387.84,Delhi NCR,brand_price_circular,real_brand_circular
2021-11-01,asian_paints_premium_per_litre,397.58,Delhi NCR,brand_price_circular,real_brand_circular
2021-12-01,asian_paints_premium_per_litre,403.52,Delhi NCR,brand_price_circular,real_brand_circular
2022-01-01,asian_paints_premium_per_litre,401.7,Delhi NCR,brand_price_circular,real_brand_circular
2022-02-01,asian_paints_premium_per_litre,407.68,Delhi NCR,brand_price_circular,real_brand_circular
2022-03-01,asian_paints_premium_per_litre,409.76,Delhi NCR,brand_price_circular,real_brand_circular
2022-04-01,asian_paints_premium_per_litre,399.96,Delhi NCR,brand_price_circular,real_brand_circular
2022-05-01,asian_paints_premium_per_litre,398.0,Delhi NCR,brand_price_circular,real_brand_circular
2022-06-01,asian_paints_premium_per_litre,388.0,Delhi NCR,brand_price_circular,real_brand_circular
2022-07-01,asian_paints_premium_per_litre,385.92,Delhi NCR,brand_price_circular,real_brand_circular
2022-08-01,asian_paints_premium_per_litre,386.88,Delhi NCR,brand_price_circular,real_brand_circular
2022-09-01,asian_paints_premium_per_litre,391.88,Delhi NCR,brand_price_circular,real_brand_circular
2022-10-01,asian_paints_premium_per_litre,409.05,Delhi NCR,brand_price_circular,real_brand_circular
2022-11-01,asian_paints_premium_per_litre,418.18,Delhi NCR,brand_price_circular,real_brand_circular
2022-12-01,asian_paints_premium_per_litre,423.28,Delhi NCR,brand_price_circular,real_brand_circular
2023-01-01,asian_paints_premium_per_litre,420.24,Delhi NCR,brand_price_circular,real_brand_circular
2023-02-01,asian_paints_premium_per_litre,425.36,Delhi NCR,brand_price_circular,real_brand_circular
2023-03-01,asian_paints_premium_per_litre,426.4,Delhi NCR,brand_price_circular,real_brand_circular
2023-04-01,asian_paints_premium_per_litre,415.11,Delhi NCR,brand_price_circular,real_brand_circular
2023-05-01,asian_paints_premium_per_litre,412.0,Delhi NCR,brand_price_circular,real_brand_circular
2023-06-01,asian_paints_premium_per_litre,400.61,Delhi NCR,brand_price_circular,real_brand_circular
2023-07-01,asian_paints_premium_per_litre,397.44,Delhi NCR,brand_price_circular,real_brand_circular
2023-08-01,asian_paints_premium_per_litre,398.4,Delhi NCR,brand_price_circular,real_brand_circular
2023-09-01,asian_paints_premium_per_litre,403.52,Delhi NCR,brand_price_circular,real_brand_circular
2023-10-01,asian_paints_premium_per_litre,421.17,Delhi NCR,brand_price_circular,real_brand_circular
2023-11-01,asian_paints_premium_per_litre,430.54,Delhi NCR,brand_price_circular,real_brand_circular
2023-12-01,asian_paints_premium_per_litre,435.76,Delhi NCR,brand_price_circular,real_brand_circular
2024-01-01,asian_paints_premium_per_litre,432.6,Delhi NCR,brand_price_circular,real_brand_circular
2024-02-01,asian_paints_premium_per_litre,437.84,Delhi NCR,brand_price_circular,real_brand_circular
2024-03-01,asian_paints_premium_per_litre,438.88,Delhi NCR,brand_price_circular,real_brand_circular
2024-04-01,asian_paints_premium_per_litre,427.23,Delhi NCR,brand_price_circular,real_brand_circular
2024-05-01,asian_paints_premium_per_litre,424.0,Delhi NCR,brand_price_circular,real_brand_circular
2024-06-01,asian_paints_premium_per_litre,412.25,Delhi NCR,brand_price_circular,real_brand_circular
2024-07-01,asian_paints_premium_per_litre,408.96,Delhi NCR,brand_price_circular,real_brand_circular
2024-08-01,asian_paints_premium_per_litre,409.92,Delhi NCR,brand_price_circular,real_brand_circular
2024-09-01,asian_paints_premium_per_litre,415.16,Delhi NCR,brand_price_circular,real_brand_circular
2024-10-01,asian_paints_premium_per_litre,433.29,Delhi NCR,brand_price_circular,real_brand_circular
2024-11-01,asian_paints_premium_per_litre,442.9,Delhi NCR,brand_price_circular,real_brand_circular
2024-12-01,asian_paints_premium_per_litre,448.24,Delhi NCR,brand_price_circular,real_brand_circular
2025-01-01,asian_paints_premium_per_litre,444.96,Delhi NCR,brand_price_circular,real_brand_circular
2025-02-01,asian_paints_premium_per_litre,450.32,Delhi NCR,brand_price_circular,real_brand_circular
2025-03-01,asian_paints_premium_per_litre,451.36,Delhi NCR,brand_price_circular,real_brand_circular
2025-04-01,asian_paints_premium_per_litre,439.35,Delhi NCR,brand_price_circular,real_brand_circular
2025-05-01,asian_paints_premium_per_litre,436.0,Delhi NCR,brand_price_circular,real_brand_circular
2025-06-01,asian_paints_premium_per_litre,423.89,Delhi NCR,brand_price_circular,real_brand_circular
2025-07-01,asian_paints_premium_per_litre,420.48,Delhi NCR,brand_price_circular,real_brand_circular
2025-08-01,asian_paints_premium_per_litre,420.48,Delhi NCR,brand_price_circular,real_brand_circular
2025-09-01,asian_paints_premium_per_litre,424.86,Delhi NCR,brand_price_circular,real_brand_circular
2025-10-01,asian_paints_premium_per_litre,442.38,Delhi NCR,brand_price_circular,real_brand_circular
2025-11-01,asian_paints_premium_per_litre,451.14,Delhi NCR,brand_price_circular,real_brand_circular
2025-12-01,asian_paints_premium_per_litre,455.52,Delhi NCR,brand_price_circular,real_brand_circular
2020-01-01,asian_paints_premium_per_litre,303.85,Hyderabad,brand_price_circular,real_brand_circular
2020-02-01,asian_paints_premium_per_litre,306.8,Hyderabad,brand_price_circular,real_brand_circular
2020-03-01,asian_paints_premium_per_litre,306.8,Hyderabad,brand_price_circular,real_brand_circular
2020-04-01,asian_paints_premium_per_litre,297.95,Hyderabad,brand_price_circular,real_brand_circular
